"course_name","course_rating","course_provider","course_review_num","course_terms"
"YouTube:Grow Subscribers Successfully & Make $4000 Per Month",9,"Udemy","11","youtub grow subscrib success make per month"
"Digital Electronics and Circuits",9,"Udemy","11","digit electron and circuit"
"How To Build a Massive Engaged Following on Twitter",9,"Udemy","11","how to build a massiv engag follow on twitter"
"Learn Database Design with MySQL",9,"Udemy","11","learn databas design with mysql"
"GMail, IFTTT, Virtual Assistant - Ultimate Productivity Trio",9,"Udemy","11","gmail ifttt virtual assist ultim product trio"
"The Ultimate Guide to Startup Business Development",9,"Udemy","11","the ultim guid to startup busi develop"
"Microeconomics Principles",9,"Coursera","11","microeconom principl"
"What the hell is Twitter?",9,"Udemy","11","what the hell is twitter"
"Young Adult Fiction Writing Workshop",9,"Udemy","11","young adult fiction write workshop"
"CFA Level I: Prepare with Complete Preparatory Course",9,"Udemy","11","cfa level i prepar with complet preparatori cours"
"How to Build a Startup",9,"Udacity","11","how to build a startup"
"5 Steps to Get the 3 Results You Want Most!",9,"Udemy","11","step to get the result you want most"
"How to DJ With Traktor Pro 2",9,"Udemy","11","how to dj with traktor pro"
"CCNP SWITCH 2015 Video Boot Camp With Chris Bryant",9,"Udemy","11","ccnp switch video boot camp with chris bryant"
"Study Skills: 3X Your Productivity with Timetables",9,"Udemy","11","studi skill x your product with timet"
"Photoshop Beauty Retouching - How To Get The Perfect Look",9,"Udemy","11","photoshop beauti retouch how to get the perfect look"
"Microsoft Excel - Pivot Tables",9,"Udemy","11","microsoft excel pivot tabl"
"Spanish for Beginners",9,"Udemy","11","spanish for beginn"
"Learn 5 PLC's in a Day-AB, Siemens, Schneider, Omron & Delta",9,"Udemy","11","learn plc s in a day ab siemen schneider omron delta"
"Cómo crear presentaciones dinámicas fácilmente con Prezi",9,"Udemy","11","cómo crear presentacion dinámica fácilment con prezi"
"Kick start your memoir - writing exercises",9,"Udemy","11","kick start your memoir write exercis"
"Finishing a Manuscript in 60 Days",9,"Udemy","11","finish a manuscript in day"
"Learn to Program with C++",9,"Udemy","11","learn to program with c"
"Small Business Success with John Spence",9,"Udemy","11","small busi success with john spenc"
"PHP CodeIgniter - Learn CodeIgniter",9,"Udemy","11","php codeignit learn codeignit"
"Udemy Profits: How To Make Money Selling on Udemy",9,"Udemy","11","udemi profit how to make money sell on udemi"
"Reputation Management: How To Remove Bad Reviews Online",9,"Udemy","11","reput manag how to remov bad review onlin"
"Introduction to Running Pipe in Oil and Gas Wells",9,"edX","11","introduct to run pipe in oil and gas well"
"How To Win Friends and Influence People on Social Media",9,"Udemy","11","how to win friend and influenc peopl on social media"
"PHP & MySQL - PHP & MySQL for Beginners",9,"Udemy","11","php mysql php mysql for beginn"
"WordPress Training for Beginners",9,"Udemy","11","wordpress train for beginn"
"Anthropology of Current World Issues",9,"edX","11","anthropolog of current world issu"
"Violencia en la escuela. Herramientas para el diagnóstico e intervención.",9,"edX","11","violencia en la escuela herramienta para el diagnóstico e intervención"
"Geolocalización con HTML5 y Google Maps",9,"Udemy","11","geolocalización con html y googl map"
"Stop Making Excuses And Start Taking Action In Simple Steps",9,"Udemy","11","stop make excus and start take action in simpl step"
"Retirement Secrets: How to Invest and Save for Your Future",9,"Udemy","11","retir secret how to invest and save for your futur"
"Learn Microsoft Excel 2013 - Advanced",9,"Udemy","11","learn microsoft excel advanc"
"Excel - Excel Course (Basic and Advanced)",9,"Udemy","11","excel excel cours basic and advanc"
"Aprende MySQL sin dolor",9,"Udemy","10","aprend mysql sin dolor"
"Ribbon Embroidery",9,"OpenLearning","11","ribbon embroideri"
"Beginners Guide to Codeigniter",9,"Udemy","10","beginn guid to codeignit"
"The Yoga of Success: Messaging, Marketing and Money",9,"Udemy","11","the yoga of success messag market and money"
"Simple Smart Business System",9,"Udemy","11","simpl smart busi system"
"HTML 5: Learn HTML 5",9,"Udemy","11","html learn html"
"How to Write a How-to Book",9,"Udemy","11","how to write a how to book"
"App Marketing Guerrilla",9,"Udemy","10","app market guerrilla"
"Learn The Internet's Oldest Profession - Cash For Content",9,"Udemy","10","learn the internet s oldest profess cash for content"
"How to Lose Weight Fast- Proven Method , Udemy Best Seller",9,"Udemy","10","how to lose weight fast proven method udemi best seller"
"SEO strategies & secrets to reach millions and make money",9,"Udemy","10","seo strategi secret to reach million and make money"
"Stage-fright and how to deal with it",9,"Udemy","10","stage fright and how to deal with it"
"The Day Trader: Learn How to Trade The Stock Market",9,"Udemy","10","the day trader learn how to trade the stock market"
"Monta un servidor web con Linux desde cero",9,"Udemy","10","monta un servidor web con linux desd cero"
"Viral Facebook Ads PPC",9,"Udemy","10","viral facebook ad ppc"
"Popular C# Projects With Source Codes",9,"Udemy","10","popular c project with sourc code"
"Mobile Marketing University by MCMoby",9,"Udemy","10","mobil market univers by mcmobi"
"Supply Chain Management in Retail",9,"Udemy","10","suppli chain manag in retail"
"Introduction to Microsoft Word 2013",9,"Udemy","10","introduct to microsoft word"
"Google Advance Search - Search The Web As Professional",9,"Udemy","10","googl advanc search search the web as profession"
"How to Drive Luxury and Exotic Cars for Fun and Profit",9,"Udemy","10","how to drive luxuri and exot car for fun and profit"
"Cardiac Arrest, Hypothermia, and Resuscitation Science",9,"Coursera","10","cardiac arrest hypothermia and resuscit scienc"
"Make Money Online as a Web Designer and Web Developer",9,"Udemy","10","make money onlin as a web design and web develop"
"Curso de guitarra eléctrica NV1 Acordes y ritmos básicos",9,"Udemy","10","curso de guitarra eléctrica nv acord y ritmo básico"
"Vaccines",9,"Coursera","10","vaccin"
"Forex - Catch the Big Market Moves in Forex",9,"Udemy","10","forex catch the big market move in forex"
"The Great Poems Series: Unbinding Prometheus",9,"OpenLearning","10","the great poem seri unbind prometheus"
"Learn how to double your Forex Trading Account in one trade",9,"Udemy","10","learn how to doubl your forex trade account in one trade"
"Authenticity on Twitter",9,"Udemy","10","authent on twitter"
"Learning Autodesk AutoCAD - Crash Course",9,"Udemy","10","learn autodesk autocad crash cours"
"Computer Forensics Fundamentals",9,"Udemy","10","comput forens fundament"
"Learn Shape Layers in After Effects",9,"Udemy","10","learn shape layer in after effect"
"Real estate careers",9,"Udemy","10","real estat career"
"Galaxies and Cosmology",9,"Coursera","10","galaxi and cosmolog"
"Java JSP / Servlets Web Development and Database Design",9,"Udemy","10","java jsp servlet web develop and databas design"
"Option Spreads and Credit Spreads Bundle",9,"Udemy","10","option spread and credit spread bundl"
"iOS 7 App Development for Beginners (100% iOS 8 compatible)",9,"Udemy","10","io app develop for beginn io compat"
"Creating 2d games in Unity",9,"Udemy","10","creat d game in uniti"
"Calm Angry People Quickly",9,"Udemy","10","calm angri peopl quick"
"Mac Dojo - Professional Mavericks OS X Productivity Training",9,"Udemy","10","mac dojo profession maverick os x product train"
"Web Services using Java EE",9,"Udemy","10","web servic use java ee"
"SELF COACHING """"Saca al Genio que llevas dentro""""",9,"Udemy","10","self coach saca al genio que lleva dentro"
"Learn Perl 5 By Doing It",9,"Udemy","10","learn perl by do it"
"Local Development Environments",9,"Treehouse","10","local develop environ"
"Android 101: Android Development for Beginners",9,"Udemy","10","android android develop for beginn"
"Learn How to Use Ableton Live and Become a Better Producer",9,"Udemy","10","learn how to use ableton live and becom a better produc"
"Learn the art of clay sculpting: Make a Ganapati idol",9,"Udemy","10","learn the art of clay sculpt make a ganapati idol"
"Food is Your Best Medicine",9,"Udemy","10","food is your best medicin"
"DRUPAL 7 – Beginners to Advanced",9,"Udemy","10","drupal beginn to advanc"
"Discover and Accomplish Your Goals in 2014",9,"Udemy","10","discov and accomplish your goal in"
"Making Profits with Pinterest",9,"Udemy","10","make profit with pinterest"
"Cómo Programar para Emprendedores - JavaScript",9,"Udemy","10","cómo programar para emprendedor javascript"
"Desarrollo Urbano y Vivienda | Urbanization in Latin America",9,"edX","10","desarrollo urbano y vivienda urban in latin america"
"Setup A WordPress Website on GoDaddy - From Start To Finish",9,"Udemy","10","setup a wordpress websit on godaddi from start to finish"
"Big Data and Hadoop Simplified",9,"Udemy","10","big data and hadoop simplifi"
"Using jQuery Plugins",9,"Treehouse","10","use jqueri plugin"
"DIGITAL HYPNOTIST:  THE PSYCHOLOGY OF VIDEO EDITING",9,"Udemy","10","digit hypnotist the psycholog of video edit"
"Spanish 1-4: Beginner, Elementary, Intermediate and Advanced",9,"Udemy","10","spanish beginn elementari intermedi and advanc"
"Pitch Yourself! Learn to Ignite Curiosity + Inspire Action.",9,"Udemy","10","pitch yourself learn to ignit curios inspir action"
"Como ganhar dinheiro na Internet",9,"Udemy","10","como ganhar dinheiro na internet"
"Geometry",9,"Udemy","10","geometri"
"Learn Time Management, Get Organized & Get Better Grades",9,"Udemy","10","learn time manag get organ get better grade"
"Estratégias profissionais de captação de recursos",9,"Udemy","10","estratégia profissionai de captação de recurso"
"Introducción a JavaScript",9,"Udemy","10","introducción a javascript"
"Adobe Illustrator CS5  (Beginning, Intermediate, & Advanced)",9,"Udemy","10","adob illustr cs begin intermedi advanc"
"Policy Analysis Using Interrupted Time Series",9,"edX","10","polici analysi use interrupt time seri"
"What a Plant Knows (and other things you didn’t know about plants)",9,"Coursera","10","what a plant know and other thing you didn t know about plant"
"SAP BASIS",9,"Udemy","10","sap basi"
"Goals of Learning",9,"Udemy","10","goal of learn"
"Tai Chi Combat",9,"Udemy","10","tai chi combat"
"Web Development For Beginners: Get A Website Live in Hours",9,"Udemy","10","web develop for beginn get a websit live in hour"
"CFA - CFA Level 1 Accounting Course",9,"Udemy","10","cfa cfa level account cours"
"Crea 5 maravillos proyectos en Patchwork",9,"Udemy","10","crea maravillo proyecto en patchwork"
"CCNA 200-120 Free Video Boot Camp: OSPF & Weekly Pop Quiz!",9,"Udemy","10","ccna free video boot camp ospf week pop quiz"
"Create and Deploy a Web App in 3 Hours",9,"Udemy","10","creat and deploy a web app in hour"
"Body Language for Speakers",9,"Udemy","10","bodi languag for speaker"
"Web Psychology: Design persuasive websites that convert.",9,"Udemy","10","web psycholog design persuas websit that convert"
"Aprende a gestionar tu negocio en internet",9,"Udemy","9","aprend a gestionar tu negocio en internet"
"HypeBomb - Growth Hacking for Startups",9,"Udemy","10","hypebomb growth hack for startup"
"English Composition I",9,"StraighterLine","9","english composit i"
"Introduction to Global Hospitality Management",9,"edX","9","introduct to global hospit manag"
"Debt Sustainability Analysis",9,"edX","9","debt sustain analysi"
"How to Make Money with 3D Printing - Guide and Walkthrough",9,"Udemy","10","how to make money with d print guid and walkthrough"
"SAP XI/PI Beginners",9,"Udemy","10","sap xi pi beginn"
"Great Communication and Customer Service - a fresh look!",9,"Udemy","10","great communic and custom servic a fresh look"
"How To Make Money Online - The ShoeMoney System",9,"Udemy","10","how to make money onlin the shoemoney system"
"Set Up Aweber in 2 Hours and Get More Customers",9,"Udemy","10","set up aweb in hour and get more custom"
"How To Make Mixtape Covers & Mixtape Graphics in Photoshop.",9,"Udemy","9","how to make mixtap cover mixtap graphic in photoshop"
"Website Design",9,"Udemy","9","websit design"
"Basics of Software Testing",9,"Udemy","9","basic of softwar test"
"Algorithms, Part II",9,"Coursera","9","algorithm part ii"
"Underactuated Robotics",9,"edX","9","underactu robot"
"A Mindful Approach to Time Management",9,"Udemy","9","a mind approach to time manag"
"Cómo usar Twitter desde el principio",9,"Udemy","9","cómo usar twitter desd el principio"
"Bases del desarrollo web",9,"Udemy","9","base del desarrollo web"
"Microsoft Windows: 99 programs and tips you may not know of",9,"Udemy","9","microsoft window program and tip you may not know of"
"Computer Science 101",9,"Coursera","9","comput scienc"
